"","FID","OBJECTID","AmbulanceR","BikeAge_Gr","Bike_Age","Bike_Alc_D","Bike_Dir","Bike_Injur","Bike_Pos","Bike_Race","Bike_Sex","City","County","CrashAlcoh","CrashDay","Crash_Date","Crash_Grp","Crash_Hour","Crash_Loc","Crash_Mont","Crash_Time","Crash_Type","Crash_Ty_1","Crash_Year","Crsh_Sevri","Developmen","DrvrAge_Gr","Drvr_Age","Drvr_Alc_D","Drvr_EstSp","Drvr_Injur","Drvr_Race","Drvr_Sex","Drvr_VehTy","ExcsSpdInd","Hit_Run","Light_Cond","Locality","Num_Lanes","Num_Units","Rd_Charact","Rd_Class","Rd_Conditi","Rd_Config","Rd_Defects","Rd_Feature","Rd_Surface","Region","Rural_Urba","Speed_Limi","Traff_Cntr","Weather","Workzone_I","Location","locx","locy"
"4583",408,409,"No","16-19",16,"No","Not Applicable","B: Evident Injury","Driveway / Alley","Black","Male","None - Rural Crash","Vance","No","01-01-03","2008-06-11","Bicyclist Failed to Yield - Midblock",19,"Non-Intersection","01-06-01","0001-01-01T14:46:58-04:56","Bicyclist Ride Out - Residential Driveway",353311,2008,"B: Evident Injury","Residential","40-49",42,"No","36-40 mph","O: No Injury","White","Female","Light Truck (Mini-Van, Panel)","No","No","Daylight","Rural (<30% Developed)","2 lanes",2,"Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Rural","40 - 45  MPH","Double Yellow Line, No Passing Zone","Clear","No","0.0, 0.0",0,0
"4584",416,417,"Yes","60-69",62,"No","Facing Traffic","B: Evident Injury","Travel Lane","Black","Male","Salisbury","Rowan","No","01-01-06","2008-07-12","Head-On",13,"Non-Intersection","01-07-01","0001-01-01T08:55:58-04:56","Head-On - Bicyclist",312250,2008,"B: Evident Injury","Residential","30-39",38,"No","21-25 mph","O: No Injury","Black","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","20 - 25  MPH","No Control Present","Clear","No","0.0, 0.0",0,0
"4585",421,422,"Yes","20-24",24,"No","","B: Evident Injury","","Black","Male","Charlotte","Mecklenburg","No","01-01-02","2008-07-15","Bicyclist Failed to Yield - Midblock",15,"Non-Intersection","01-07-01","0001-01-01T10:13:58-04:56","Bicyclist Ride Out - Midblock -",399319,2008,"B: Evident Injury","Commercial","25-29",25,"No","31-35 mph","O: No Injury","White","Male","Passenger Car","No","No","Daylight","Urban (>70% Developed)","4 lanes",2,"Straight - Hillcrest","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","No Control Present","Clear","No","0.0, 0.0",0,0
"4586",423,424,"No","20-24",21,"No","Facing Traffic","B: Evident Injury","Bike Lane / Paved Shoulder","White","Male","Kitty Hawk","Dare","No","01-01-06","2008-06-14","Motorist Failed to Yield - Sign-Controlled Intersection",8,"Intersection","01-06-01","0001-01-01T03:25:58-04:56","Motorist Drive Out - Sign-Controlled Intersection",122141,2008,"B: Evident Injury","Commercial","20-24",21,"No","0-5 mph","O: No Injury","White","Male","Sport Utility","No","No","Daylight","Mixed (30% To 70% Developed)","5 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Coarse Asphalt","Coastal","Rural","20 - 25  MPH","Stop Sign","Fog, Smog, Smoke","No","0.0, 0.0",0,0
"4587",431,432,"Yes","30-39",30,"Yes","With Traffic","B: Evident Injury","Travel Lane","White","Male","None - Rural Crash","Vance","Yes","01-01-07","2008-06-15","Motorist Overtaking Bicyclist",14,"Non-Intersection","01-06-01","0001-01-01T09:47:58-04:56","Motorist Overtaking - Bicyclist Swerved",311235,2008,"B: Evident Injury","Farms, Woods, Pastures","60-69",69,"No","51-55 mph","O: No Injury","Black","Male","Passenger Car","No","No","Daylight","Rural (<30% Developed)","2 lanes",2,"Straight - Level","NC Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Rural","50 - 55  MPH","No Control Present","Clear","No","0.0, 0.0",0,0
"4588",434,435,"Yes","16-19",19,"No","With Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male","Wilmington","New Hanover","No","","2008-06-16","Motorist Failed to Yield - Midblock",21,"Non-Intersection","01-06-01","0001-01-01T16:24:58-04:56","Motorist Drive Out - Commercial Driveway / Alley",331322,2008,"C: Possible Injury","Commercial","",NA,"Missing","6-10 mph","Injury","/Missing","","Passenger Car","No","Yes","Dark - Lighted Roadway","Urban (>70% Developed)","4 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt","Coastal","Urban","40 - 45  MPH","No Control Present","Clear","No","0.0, 0.0",0,0
"4589",436,437,"No","50-59",56,"No","With Traffic","C: Possible Injury","Travel Lane","White","Male","Kannapolis","Cabarrus","No","01-01-03","2008-06-18","Motorist Overtaking Bicyclist",5,"Non-Intersection","01-06-01","0001-01-01T00:08:58-04:56","Motorist Overtaking - Misjudged Space",311232,2008,"C: Possible Injury","Commercial","70+",NA,"No","41-45 mph","O: No Injury","White","Male","Sport Utility","No","No","Dark - Lighted Roadway","Urban (>70% Developed)","4 lanes",2,"Straight - Level","US Route","Dry","","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","40 - 45  MPH","No Control Present","Clear","No","0.0, 0.0",0,0
"4590",444,445,"No","40-49",47,"No","Facing Traffic","O: No Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male","Raleigh","Wake","No","","2008-06-30","Motorist Failed to Yield - Sign-Controlled Intersection",11,"Intersection","01-06-01","0001-01-01T06:21:58-04:56","Motorist Drive Out - Sign-Controlled Intersection",132141,2008,"O: No Injury","Commercial","20-24",20,"No","26-30 mph","O: No Injury","White","Female","Sport Utility","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Coarse Asphalt","Piedmont","Urban","30 - 35  MPH","Stop Sign","Clear","No","0.0, 0.0",0,0
"4591",448,449,"Yes","20-24",23,"No","Facing Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Female","Greensboro","Guilford","No","","2008-05-12","Motorist Failed to Yield - Sign-Controlled Intersection",13,"Intersection","01-05-01","0001-01-01T08:57:58-04:56","Motorist Drive Out - Sign-Controlled Intersection",132141,2008,"B: Evident Injury","Institutional","40-49",47,"No","0-5 mph","O: No Injury","Black","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt","Piedmont","Urban","20 - 25  MPH","Stop Sign","Clear","No","0.0, 0.0",0,0
"4592",449,450,"Yes","15-Nov",15,"No","With Traffic","C: Possible Injury","Travel Lane","Asian","Male","Greensboro","Guilford","No","01-01-07","2008-06-15","Crossing Paths - Other Circumstances",16,"Intersection","01-06-01","0001-01-01T11:39:58-04:56","Sign-Controlled Intersection - Other /",111148,2008,"C: Possible Injury","Residential","",NA,"Missing","","Injury","/Missing","","Passenger Car","No","Yes","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","Four-Way Intersection","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","Stop Sign","Clear","No","0.0, 0.0",0,0
"4593",451,452,"No","",NA,"No","Facing Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male","Chapel Hill","Orange","No","01-01-06","2008-06-21","Motorist Failed to Yield - Sign-Controlled Intersection",13,"Intersection","01-06-01","0001-01-01T08:43:58-04:56","Motorist Drive Out - Sign-Controlled Intersection",132141,2008,"C: Possible Injury","Commercial","50-59",51,"No","","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","20 - 25  MPH","Stop Sign","Clear","No","0.0, 0.0",0,0
"4594",467,468,"Yes","15-Nov",13,"No","With Traffic","B: Evident Injury","Travel Lane","Black","Male","Forest City","Rutherford","No","","2008-06-30","Motorist Failed to Yield - Sign-Controlled Intersection",14,"Intersection","01-06-01","0001-01-01T09:34:58-04:56","Motorist Drive Out - Sign-Controlled Intersection",111141,2008,"B: Evident Injury","Residential","40-49",40,"No","","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Mountains","Urban","30 - 35  MPH","Missing","Clear","No","0.0, 0.0",0,0
"4595",484,485,"No","20-24",22,"No","Facing Traffic","B: Evident Injury","Multi-use Path","White","Male","Fayetteville","Cumberland","No","01-01-06","2008-06-21","Motorist Failed to Yield - Sign-Controlled Intersection",12,"Intersection","01-06-01","0001-01-01T07:53:58-04:56","Motorist Drive Out - Sign-Controlled Intersection",142141,2008,"B: Evident Injury","Residential","25-29",26,"No","0-5 mph","O: No Injury","Black","Male","Single Unit Truck (2-Axle, 6-Tire)","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Coastal","Urban","20 - 25  MPH","Stop Sign","Cloudy","No","0.0, 0.0",0,0
"4596",490,491,"Yes","10-Jun",7,"No","Facing Traffic","Injury","Sidewalk / Crosswalk / Driveway Crossing","Hispanic","Male","Charlotte","Mecklenburg","No","01-01-06","2008-08-02","Crossing Paths - Other Circumstances",19,"Intersection","01-08-01","0001-01-01T14:14:58-04:56","Sign-Controlled Intersection - Other /",132148,2008,"O: No Injury","Residential","50-59",54,"No","26-30 mph","O: No Injury","Black","Male","Passenger Car","No","No","Dawn","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","No Control Present","Clear","No","0.0, 0.0",0,0
"4597",494,495,"Yes","16-19",17,"No","Not Applicable","C: Possible Injury","Non-Roadway","Black","Female","None - Rural Crash","Wayne","No","","2008-07-07","Non-Roadway",18,"Non-Roadway","01-07-01","0001-01-01T13:56:58-04:56","Non-Roadway",460910,2008,"C: Possible Injury","Residential","30-39",33,"No","6-10 mph","O: No Injury","Black","Male","Pickup","No","No","Daylight","Mixed (30% To 70% Developed)","2 lanes",2,"Straight - Level","Public Vehicular Area","Dry","Two-Way, Not Divided","None","Driveway, Public","Coarse Asphalt","Coastal","Rural","","No Control Present","Clear","No","0.0, 0.0",0,0
"4598",495,496,"Yes","30-39",34,"No","With Traffic","C: Possible Injury","Travel Lane","Black","Male","None - Rural Crash","Cumberland","No","01-01-02","2008-07-08","Motorist Overtaking Bicyclist",23,"Non-Intersection","01-07-01","0001-01-01T18:08:58-04:56","Motorist Overtaking - Other /",311239,2008,"C: Possible Injury","Commercial","",NA,"Missing","31-35 mph","Injury","/Missing","","","No","Yes","Dark - Roadway Not Lighted","Mixed (30% To 70% Developed)","5 lanes",2,"Straight - Level","State Secondary Route","Wet","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt","Coastal","Rural","40 - 45  MPH","Missing","Cloudy","No","0.0, 0.0",0,0
"4599",498,499,"Yes","15-Nov",15,"No","With Traffic","C: Possible Injury","Travel Lane","White","Male","None - Rural Crash","Cumberland","No","01-01-03","2008-07-09","Motorist Overtaking Bicyclist",22,"Non-Intersection","01-07-01","0001-01-01T17:52:58-04:56","Motorist Overtaking - Undetected Bicyclist",311231,2008,"C: Possible Injury","Farms, Woods, Pastures","",NA,"Missing","51-55 mph","Injury","/Missing","","","No","Yes","Dark - Roadway Not Lighted","Rural (<30% Developed)","2 lanes",2,"Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","T-Intersection","Coarse Asphalt","Coastal","Rural","50 - 55  MPH","Double Yellow Line, No Passing Zone","Clear","No","0.0, 0.0",0,0
"4600",461,462,"No","50-59",51,"No","With Traffic","C: Possible Injury","Travel Lane","White","Male","Morganton","Burke","No","01-01-05","2008-06-27","Motorist Overtaking Bicyclist",7,"Intersection","01-06-01","0001-01-01T03:02:58-04:56","Motorist Overtaking - Misjudged Space",111232,2008,"C: Possible Injury","Commercial","50-59",50,"No","0-5 mph","O: No Injury","Black","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","5 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt","Mountains","Urban","30 - 35  MPH","Stop And Go Signal","Clear","No","0.0, 0.0",0,0
"4601",195,196,"No","16-19",19,"No","With Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male","None - Rural Crash","Guilford","No","01-01-05","2011-04-29","Motorist Failed to Yield - Midblock",9,"Non-Intersection","01-04-01","0001-01-01T04:15:58-04:56","Motorist Drive Out - Commercial Driveway / Alley",331322,2011,"C: Possible Injury","Commercial","40-49",40,"No","0-5 mph","O: No Injury","White","Male","Passenger Car","No","No","Daylight","Mixed (30% To 70% Developed)","",2,"Straight - Level","Public Vehicular Area","Dry","","None","Driveway, Private","Smooth Asphalt","Piedmont","Rural","","No Control Present","Clear","No","36.00956, -79.8052",-79.8052,36.00956
"4602",200,201,"No","40-49",48,"No","Facing Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male","Charlotte","Mecklenburg","No","01-01-02","2011-04-26","Motorist Failed to Yield - Midblock",21,"Non-Intersection","01-04-01","0001-01-01T16:42:58-04:56","Motorist Drive Out - Commercial Driveway / Alley",332322,2011,"B: Evident Injury","Commercial","60-69",60,"No","","O: No Injury","Black","Male","Pickup","No","No","Dark - Lighted Roadway","Urban (>70% Developed)","",2,"Straight - Hillcrest","Public Vehicular Area","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","40 - 45  MPH","No Control Present","Clear","No","35.27048, -80.8553",-80.8553,35.27048
"4603",202,203,"Yes","16-19",17,"No","Not Applicable","C: Possible Injury","Non-Roadway","White","Female","Waynesville","Haywood","No","01-01-04","2011-04-07","Crossing Paths - Other Circumstances",19,"Intersection-Related","01-04-01","0001-01-01T14:38:58-04:56","Crossing Paths - Uncontrolled Intersection",263160,2011,"C: Possible Injury","Residential","40-49",43,"No","11-15 mph","O: No Injury","Native American","Female","Pickup","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Mountains","Urban","20 - 25  MPH","No Control Present","Clear","No","35.47383, -82.986",-82.986,35.47383
"4604",208,209,"Yes","0-5",3,"No","","C: Possible Injury","Travel Lane","Black","Female","Raleigh","Wake","No","01-01-04","2011-04-14","Bicyclist Failed to Yield - Midblock",12,"Non-Intersection","01-04-01","0001-01-01T07:45:58-04:56","Bicyclist Ride Out - Midblock -",319319,2011,"C: Possible Injury","Residential","50-59",50,"No","46-50 mph","O: No Injury","Black","Male","Motorcycle","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","No Control Present","Clear","No","35.77393, -78.6272",-78.6272,35.77393
"4605",210,211,"Yes","15-Nov",14,"No","With Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Female","Raleigh","Wake","No","01-01-02","2011-05-03","Loss of Control / Turning Error",19,"Non-Intersection","01-05-01","0001-01-01T14:14:58-04:56","Motorist Lost Control - Other /",331139,2011,"B: Evident Injury","Residential","",NA,"Missing","16-20 mph","Injury","/Missing","","","No","Yes","Daylight","Urban (>70% Developed)","3 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","No Control Present","Clear","No","35.77323, -78.6923",-78.6923,35.77323
"4606",216,217,"No","50-59",52,"No","With Traffic","C: Possible Injury","Travel Lane","Other","Female","None - Rural Crash","Franklin","No","01-01-02","2011-05-03","Motorist Overtaking Bicyclist",7,"Non-Intersection","01-05-01","0001-01-01T02:22:58-04:56","Motorist Overtaking - Misjudged Space",311232,2011,"C: Possible Injury","Residential","50-59",57,"No","41-45 mph","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Rural (<30% Developed)","2 lanes",2,"Straight - Grade","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Rural","50 - 55  MPH","Double Yellow Line, No Passing Zone","Clear","No","36.08531, -78.5187",-78.5187,36.08531
"4607",217,218,"Yes","50-59",50,"No","Facing Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Female","Cary","Wake","No","","2011-05-09","Motorist Failed to Yield - Sign-Controlled Intersection",17,"Intersection","01-05-01","0001-01-01T12:49:58-04:56","Motorist Drive Out - Sign-Controlled Intersection",132141,2011,"B: Evident Injury","Residential","25-29",26,"No","0-5 mph","O: No Injury","Black","Male","Sport Utility","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","Four-Way Intersection","Smooth Asphalt","Piedmont","Urban","20 - 25  MPH","Stop Sign","Clear","No","35.79119, -78.8254",-78.8254,35.79119
"4608",221,222,"No","40-49",46,"No","With Traffic","C: Possible Injury","Travel Lane","White","Male","None - Rural Crash","Sampson","No","01-01-02","2011-05-17","Motorist Overtaking Bicyclist",21,"Intersection","01-05-01","0001-01-01T16:07:58-04:56","Motorist Overtaking - Other /",111239,2011,"C: Possible Injury","Farms, Woods, Pastures","60-69",60,"No","41-45 mph","O: No Injury","Black","Female","Passenger Car","No","No","Dusk","Rural (<30% Developed)","2 lanes",2,"Curve - Level","US Route","Wet","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt","Coastal","Rural","50 - 55  MPH","Double Yellow Line, No Passing Zone","Cloudy","No","34.82097, -78.3581",-78.3581,34.82097
